layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,32,n<=64,sr<=5%,kvB<=16k,kp<=2k,0.0962,6
attention,32,n<=64,sr<=5%,kvB<=16k,kp<=4k,0.0902,6
attention,32,n<=64,sr<=5%,kvB<=16k,kp<=512,0.0928,6
attention,32,n<=64,sr<=5%,kvB<=16k,kp<=8k,0.0485,6
attention,32,n<=64,sr<=5%,kvB<=16k,kp=0,0.0989,6
attention,32,n<=64,sr<=5%,kvB<=1k,kp<=1k,-0.0051,6
attention,32,n<=64,sr<=5%,kvB<=1k,kp<=2k,0.0024,6
attention,32,n<=64,sr<=5%,kvB<=1k,kp<=4k,-0.0031,6
attention,32,n<=64,sr<=5%,kvB<=1k,kp<=512,0.0868,6
attention,32,n<=64,sr<=5%,kvB<=1k,kp<=8k,-0.0024,6
attention,32,n<=64,sr<=5%,kvB<=1k,kp=0,0.1438,6
attention,32,n<=64,sr<=5%,kvB<=4k,kp<=1k,0.1141,6
attention,32,n<=64,sr<=5%,kvB<=4k,kp<=2k,0.0726,6
attention,32,n<=64,sr<=5%,kvB<=4k,kp<=4k,-0.0083,6
attention,32,n<=64,sr<=5%,kvB<=4k,kp<=512,0.1205,6
attention,32,n<=64,sr<=5%,kvB<=4k,kp<=8k,-0.011,6
attention,32,n<=64,sr<=5%,kvB<=4k,kp=0,0.1201,6
attention,32,n<=64,sr<=70%,kvB<=16k,kp<=1k,0.9858,2
attention,32,n<=64,sr<=70%,kvB<=16k,kp<=2k,1.0668,2
attention,32,n<=64,sr<=70%,kvB<=16k,kp<=4k,0.9777,2
attention,32,n<=64,sr<=70%,kvB<=16k,kp<=512,0.9667,2
attention,32,n<=64,sr<=70%,kvB<=16k,kp<=8k,0.9939,2
attention,32,n<=64,sr<=70%,kvB<=16k,kp=0,0.9629,2
attention,32,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.011,2
attention,32,n<=64,sr<=70%,kvB<=1k,kp<=2k,-0.0333,2
attention,32,n<=64,sr<=70%,kvB<=1k,kp<=4k,0.0198,2
attention,32,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1158,2
attention,32,n<=64,sr<=70%,kvB<=1k,kp<=8k,0.0334,2
attention,32,n<=64,sr<=70%,kvB<=1k,kp=0,0.1379,2
attention,32,n<=64,sr<=70%,kvB<=4k,kp<=1k,0.0724,2
attention,32,n<=64,sr<=70%,kvB<=4k,kp<=2k,0.0762,2
attention,32,n<=64,sr<=70%,kvB<=4k,kp<=4k,-0.0141,2
attention,32,n<=64,sr<=70%,kvB<=4k,kp<=512,0.0688,2
attention,32,n<=64,sr<=70%,kvB<=4k,kp<=8k,-0.0345,2
attention,32,n<=64,sr<=70%,kvB<=4k,kp=0,0.0478,2
attention,32,n<=64,sr>70%,kvB<=16k,kp<=1k,2.3007,4
attention,32,n<=64,sr>70%,kvB<=16k,kp<=2k,2.3652,4
attention,32,n<=64,sr>70%,kvB<=16k,kp<=4k,2.2949,4
attention,32,n<=64,sr>70%,kvB<=16k,kp<=512,2.2948,4
attention,32,n<=64,sr>70%,kvB<=16k,kp<=8k,2.3309,4
attention,32,n<=64,sr>70%,kvB<=16k,kp=0,2.3225,4
attention,32,n<=64,sr>70%,kvB<=1k,kp<=1k,0.2451,4
attention,32,n<=64,sr>70%,kvB<=1k,kp<=2k,0.0851,4
attention,32,n<=64,sr>70%,kvB<=1k,kp<=4k,0.227,4
attention,32,n<=64,sr>70%,kvB<=1k,kp<=512,0.3756,4
attention,32,n<=64,sr>70%,kvB<=1k,kp<=8k,0.3024,4
attention,32,n<=64,sr>70%,kvB<=1k,kp=0,0.3444,4
attention,32,n<=64,sr>70%,kvB<=4k,kp<=1k,-0.1083,4
attention,32,n<=64,sr>70%,kvB<=4k,kp<=2k,-0.0699,4
attention,32,n<=64,sr>70%,kvB<=4k,kp<=4k,-0.0282,4
attention,32,n<=64,sr>70%,kvB<=4k,kp<=512,-0.1334,4
attention,32,n<=64,sr>70%,kvB<=4k,kp<=8k,-0.1645,4
attention,32,n<=64,sr>70%,kvB<=4k,kp=0,-0.1437,4
attention,32,n<=8,sr<=15%,kvB<=16k,kp<=1k,0.9777,2
attention,32,n<=8,sr<=15%,kvB<=16k,kp<=2k,0.9814,2
attention,32,n<=8,sr<=15%,kvB<=16k,kp<=4k,0.9844,2
attention,32,n<=8,sr<=15%,kvB<=16k,kp<=512,0.9763,2
attention,32,n<=8,sr<=15%,kvB<=16k,kp<=8k,0.9808,2
attention,32,n<=8,sr<=15%,kvB<=16k,kp=0,0.975,2
attention,32,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.2416,2
attention,32,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.1629,2
attention,32,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0275,1
attention,32,n<=8,sr<=15%,kvB<=1k,kp<=512,0.9621,2
attention,32,n<=8,sr<=15%,kvB<=1k,kp<=8k,-0.3941,2
attention,32,n<=8,sr<=15%,kvB<=1k,kp=0,0.961,2
attention,32,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.9629,2
attention,32,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.9653,2
attention,32,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.4621,2
attention,32,n<=8,sr<=15%,kvB<=4k,kp<=512,0.9655,2
attention,32,n<=8,sr<=15%,kvB<=4k,kp<=8k,0.6187,2
attention,32,n<=8,sr<=15%,kvB<=4k,kp=0,0.9696,2
attention,32,n<=8,sr<=40%,kvB<=16k,kp<=1k,0.9845,4
attention,32,n<=8,sr<=40%,kvB<=16k,kp<=2k,0.9795,4
attention,32,n<=8,sr<=40%,kvB<=16k,kp<=4k,0.9866,4
attention,32,n<=8,sr<=40%,kvB<=16k,kp<=512,0.9818,4
attention,32,n<=8,sr<=40%,kvB<=16k,kp<=8k,0.9876,4
attention,32,n<=8,sr<=40%,kvB<=16k,kp=0,0.9855,4
attention,32,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.3145,4
attention,32,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.4609,4
attention,32,n<=8,sr<=40%,kvB<=1k,kp<=4k,-0.5213,4
attention,32,n<=8,sr<=40%,kvB<=1k,kp<=512,0.9645,4
attention,32,n<=8,sr<=40%,kvB<=1k,kp<=8k,0.1951,3
attention,32,n<=8,sr<=40%,kvB<=1k,kp=0,0.9457,4
attention,32,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.9676,4
attention,32,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.9606,4
attention,32,n<=8,sr<=40%,kvB<=4k,kp<=4k,-0.0984,4
attention,32,n<=8,sr<=40%,kvB<=4k,kp<=512,0.9701,4
attention,32,n<=8,sr<=40%,kvB<=4k,kp<=8k,-0.2958,3
attention,32,n<=8,sr<=40%,kvB<=4k,kp=0,0.967,4
attention,32,n<=8,sr<=70%,kvB<=16k,kp<=1k,0.9924,2
attention,32,n<=8,sr<=70%,kvB<=16k,kp<=2k,0.9936,2
attention,32,n<=8,sr<=70%,kvB<=16k,kp<=4k,0.9774,2
attention,32,n<=8,sr<=70%,kvB<=16k,kp<=512,0.9896,2
attention,32,n<=8,sr<=70%,kvB<=16k,kp<=8k,0.9995,2
attention,32,n<=8,sr<=70%,kvB<=16k,kp=0,0.9883,2
attention,32,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.5857,2
attention,32,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.8088,2
attention,32,n<=8,sr<=70%,kvB<=1k,kp<=4k,0.8719,2
attention,32,n<=8,sr<=70%,kvB<=1k,kp<=512,0.9172,2
attention,32,n<=8,sr<=70%,kvB<=1k,kp<=8k,-1.0917,2
attention,32,n<=8,sr<=70%,kvB<=1k,kp=0,0.947,2
attention,32,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.9683,2
attention,32,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.9685,2
attention,32,n<=8,sr<=70%,kvB<=4k,kp<=4k,-2.1389,2
attention,32,n<=8,sr<=70%,kvB<=4k,kp<=512,0.9659,2
attention,32,n<=8,sr<=70%,kvB<=4k,kp<=8k,0.3293,1
attention,32,n<=8,sr<=70%,kvB<=4k,kp=0,0.9603,2
attention,32,n<=8,sr>70%,kvB<=16k,kp<=1k,0.9905,4
attention,32,n<=8,sr>70%,kvB<=16k,kp<=2k,0.9781,4
attention,32,n<=8,sr>70%,kvB<=16k,kp<=4k,0.9825,4
attention,32,n<=8,sr>70%,kvB<=16k,kp<=512,0.9853,4
attention,32,n<=8,sr>70%,kvB<=16k,kp<=8k,0.9849,2
attention,32,n<=8,sr>70%,kvB<=16k,kp=0,0.9725,4
attention,32,n<=8,sr>70%,kvB<=1k,kp<=1k,0.0258,3
attention,32,n<=8,sr>70%,kvB<=1k,kp<=2k,0.0541,4
attention,32,n<=8,sr>70%,kvB<=1k,kp<=4k,0.3469,2
attention,32,n<=8,sr>70%,kvB<=1k,kp<=512,0.9376,4
attention,32,n<=8,sr>70%,kvB<=1k,kp<=8k,1.0443,1
attention,32,n<=8,sr>70%,kvB<=1k,kp=0,0.9017,4
attention,32,n<=8,sr>70%,kvB<=4k,kp<=1k,0.9604,4
attention,32,n<=8,sr>70%,kvB<=4k,kp<=2k,0.9607,4
attention,32,n<=8,sr>70%,kvB<=4k,kp<=4k,-0.9704,3
attention,32,n<=8,sr>70%,kvB<=4k,kp<=512,0.9509,4
attention,32,n<=8,sr>70%,kvB<=4k,kp<=8k,-2.7273,2
attention,32,n<=8,sr>70%,kvB<=4k,kp=0,0.9475,4
attention,64,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0996,4
attention,64,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.1049,4
attention,64,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0976,4
attention,64,n<=128,sr<=15%,kvB<=16k,kp<=512,0.099,4
attention,64,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0891,4
attention,64,n<=128,sr<=15%,kvB<=16k,kp=0,0.0977,8
attention,64,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.065,4
attention,64,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0668,4
attention,64,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0745,4
attention,64,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0864,4
attention,64,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0723,4
attention,64,n<=128,sr<=15%,kvB<=1k,kp=0,0.0986,9
attention,64,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0184,4
attention,64,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0151,4
attention,64,n<=128,sr<=15%,kvB<=4k,kp<=4k,-0.0075,4
attention,64,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0181,4
attention,64,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0039,4
attention,64,n<=128,sr<=15%,kvB<=4k,kp=0,0.0194,8
attention,64,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.1956,2
attention,64,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.2099,2
attention,64,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.1866,2
attention,64,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1953,2
attention,64,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.1931,2
attention,64,n<=128,sr<=40%,kvB<=16k,kp=0,0.1948,2
attention,64,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0985,2
attention,64,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.075,2
attention,64,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.092,2
attention,64,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1173,2
attention,64,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0994,2
attention,64,n<=128,sr<=40%,kvB<=1k,kp=0,0.1134,2
attention,64,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0148,2
attention,64,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0182,2
attention,64,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0347,2
attention,64,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0145,2
attention,64,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0336,2
attention,64,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0097,2
attention,64,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0354,8
attention,64,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0375,8
attention,64,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0345,8
attention,64,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0351,8
attention,64,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.023,8
attention,64,n<=128,sr<=5%,kvB<=16k,kp=0,0.0356,8
attention,64,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.004,8
attention,64,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0147,8
attention,64,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0169,8
attention,64,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0261,8
attention,64,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0172,8
attention,64,n<=128,sr<=5%,kvB<=1k,kp=0,0.0409,8
attention,64,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0291,8
attention,64,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0217,8
attention,64,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0013,8
attention,64,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0287,8
attention,64,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0051,8
attention,64,n<=128,sr<=5%,kvB<=4k,kp=0,0.0276,8
attention,64,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.4039,2
attention,64,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.4001,2
attention,64,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.2936,2
attention,64,n<=128,sr<=70%,kvB<=16k,kp<=512,0.3604,2
attention,64,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.3343,2
attention,64,n<=128,sr<=70%,kvB<=16k,kp=0,0.3049,6
attention,64,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0085,2
attention,64,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0313,2
attention,64,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0345,2
attention,64,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0028,2
attention,64,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.037,2
attention,64,n<=128,sr<=70%,kvB<=1k,kp=0,0.0341,7
attention,64,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0615,2
attention,64,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0152,2
attention,64,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.05,2
attention,64,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0903,2
attention,64,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0618,2
attention,64,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1128,6
attention,64,n<=128,sr>70%,kvB<=16k,kp<=1k,0.7377,4
attention,64,n<=128,sr>70%,kvB<=16k,kp<=2k,0.9477,4
attention,64,n<=128,sr>70%,kvB<=16k,kp<=4k,0.5939,4
attention,64,n<=128,sr>70%,kvB<=16k,kp<=512,0.79,4
attention,64,n<=128,sr>70%,kvB<=16k,kp<=8k,0.6624,4
attention,64,n<=128,sr>70%,kvB<=16k,kp=0,0.6984,4
attention,64,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2815,4
attention,64,n<=128,sr>70%,kvB<=1k,kp<=2k,0.2193,4
attention,64,n<=128,sr>70%,kvB<=1k,kp<=4k,0.2607,4
attention,64,n<=128,sr>70%,kvB<=1k,kp<=512,0.2636,4
attention,64,n<=128,sr>70%,kvB<=1k,kp<=8k,0.3023,4
attention,64,n<=128,sr>70%,kvB<=1k,kp=0,0.2378,4
attention,64,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.8444,4
attention,64,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.8188,4
attention,64,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.8815,4
attention,64,n<=128,sr>70%,kvB<=4k,kp<=512,-0.8945,4
attention,64,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.9649,4
attention,64,n<=128,sr>70%,kvB<=4k,kp=0,-0.8261,4
attention,64,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.401,4
attention,64,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.3968,4
attention,64,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.388,4
attention,64,n<=16,sr<=15%,kvB<=16k,kp<=512,0.405,4
attention,64,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.289,4
attention,64,n<=16,sr<=15%,kvB<=16k,kp=0,0.4049,4
attention,64,n<=16,sr<=15%,kvB<=1k,kp<=1k,-0.0288,4
attention,64,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.0288,4
attention,64,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0597,4
attention,64,n<=16,sr<=15%,kvB<=1k,kp<=512,0.3138,4
attention,64,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0728,4
attention,64,n<=16,sr<=15%,kvB<=1k,kp=0,0.4386,4
attention,64,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.4095,4
attention,64,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.3035,4
attention,64,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0628,4
attention,64,n<=16,sr<=15%,kvB<=4k,kp<=512,0.4246,4
attention,64,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.0606,4
attention,64,n<=16,sr<=15%,kvB<=4k,kp=0,0.4192,4
attention,64,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.3216,4
attention,64,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.3209,4
attention,64,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.3162,4
attention,64,n<=16,sr<=40%,kvB<=16k,kp<=512,0.3202,4
attention,64,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.2321,4
attention,64,n<=16,sr<=40%,kvB<=16k,kp=0,0.2974,4
attention,64,n<=16,sr<=40%,kvB<=1k,kp<=1k,-0.1453,4
attention,64,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.1423,4
attention,64,n<=16,sr<=40%,kvB<=1k,kp<=4k,-0.1286,4
attention,64,n<=16,sr<=40%,kvB<=1k,kp<=512,0.2819,4
attention,64,n<=16,sr<=40%,kvB<=1k,kp<=8k,-0.0439,4
attention,64,n<=16,sr<=40%,kvB<=1k,kp=0,0.3689,4
attention,64,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.3352,4
attention,64,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.2539,4
attention,64,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.2328,4
attention,64,n<=16,sr<=40%,kvB<=4k,kp<=512,0.3416,4
attention,64,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.2268,4
attention,64,n<=16,sr<=40%,kvB<=4k,kp=0,0.3333,4
attention,64,n<=16,sr<=70%,kvB<=16k,kp<=1k,-0.0314,2
attention,64,n<=16,sr<=70%,kvB<=16k,kp<=2k,-0.0983,2
attention,64,n<=16,sr<=70%,kvB<=16k,kp<=4k,-0.0337,2
attention,64,n<=16,sr<=70%,kvB<=16k,kp<=512,-0.0327,2
attention,64,n<=16,sr<=70%,kvB<=16k,kp<=8k,-0.0826,2
attention,64,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0386,2
attention,64,n<=16,sr<=70%,kvB<=1k,kp<=1k,-0.7809,2
attention,64,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.6741,2
attention,64,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.317,2
attention,64,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0023,2
attention,64,n<=16,sr<=70%,kvB<=1k,kp<=8k,-0.4984,2
attention,64,n<=16,sr<=70%,kvB<=1k,kp=0,0.0484,2
attention,64,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.0099,2
attention,64,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.054,2
attention,64,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.8676,2
attention,64,n<=16,sr<=70%,kvB<=4k,kp<=512,-0.0018,2
attention,64,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.8502,2
attention,64,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0014,2
attention,64,n<=16,sr>70%,kvB<=16k,kp<=1k,0.8669,4
attention,64,n<=16,sr>70%,kvB<=16k,kp<=2k,0.8807,4
attention,64,n<=16,sr>70%,kvB<=16k,kp<=4k,0.8502,4
attention,64,n<=16,sr>70%,kvB<=16k,kp<=512,0.8781,4
attention,64,n<=16,sr>70%,kvB<=16k,kp<=8k,0.8463,4
attention,64,n<=16,sr>70%,kvB<=16k,kp=0,0.8588,4
attention,64,n<=16,sr>70%,kvB<=1k,kp<=1k,0.7051,4
attention,64,n<=16,sr>70%,kvB<=1k,kp<=2k,0.6954,4
attention,64,n<=16,sr>70%,kvB<=1k,kp<=4k,0.7371,4
attention,64,n<=16,sr>70%,kvB<=1k,kp<=512,0.8983,4
attention,64,n<=16,sr>70%,kvB<=1k,kp<=8k,0.659,4
attention,64,n<=16,sr>70%,kvB<=1k,kp=0,0.9212,4
attention,64,n<=16,sr>70%,kvB<=4k,kp<=1k,0.9205,4
attention,64,n<=16,sr>70%,kvB<=4k,kp<=2k,0.9253,4
attention,64,n<=16,sr>70%,kvB<=4k,kp<=4k,0.859,4
attention,64,n<=16,sr>70%,kvB<=4k,kp<=512,0.9087,4
attention,64,n<=16,sr>70%,kvB<=4k,kp<=8k,0.7723,4
attention,64,n<=16,sr>70%,kvB<=4k,kp=0,0.9317,4
attention,64,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.9947,2
attention,64,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9975,2
attention,64,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.9981,2
attention,64,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9966,2
attention,64,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.9988,1
attention,64,n<=2,sr<=70%,kvB<=16k,kp=0,1.0,6
attention,64,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.2744,2
attention,64,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.5889,1
attention,64,n<=2,sr<=70%,kvB<=1k,kp<=4k,-1.5238,1
attention,64,n<=2,sr<=70%,kvB<=1k,kp<=512,0.9804,2
attention,64,n<=2,sr<=70%,kvB<=1k,kp<=8k,-0.617,2
attention,64,n<=2,sr<=70%,kvB<=1k,kp=0,0.9871,6
attention,64,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.9974,2
attention,64,n<=2,sr<=70%,kvB<=4k,kp<=2k,1.0006,1
attention,64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9957,2
attention,64,n<=2,sr<=70%,kvB<=4k,kp=0,0.9945,6
attention,64,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.2445,6
attention,64,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.255,6
attention,64,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.2529,6
attention,64,n<=32,sr<=15%,kvB<=16k,kp<=512,0.2372,6
attention,64,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.1636,6
attention,64,n<=32,sr<=15%,kvB<=16k,kp=0,0.2273,10
attention,64,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0765,6
attention,64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0312,6
attention,64,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0409,6
attention,64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.2275,6
attention,64,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0613,6
attention,64,n<=32,sr<=15%,kvB<=1k,kp=0,0.3215,11
attention,64,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.2887,6
attention,64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.2114,6
attention,64,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.029,6
attention,64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.2883,6
attention,64,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0235,6
attention,64,n<=32,sr<=15%,kvB<=4k,kp=0,0.2606,10
attention,64,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2116,2
attention,64,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2126,2
attention,64,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.2104,2
attention,64,n<=32,sr<=40%,kvB<=16k,kp<=512,0.1777,2
attention,64,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.1607,2
attention,64,n<=32,sr<=40%,kvB<=16k,kp=0,0.2166,2
attention,64,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1673,2
attention,64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1872,2
attention,64,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1729,2
attention,64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.3531,2
attention,64,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.1552,2
attention,64,n<=32,sr<=40%,kvB<=1k,kp=0,0.4164,2
attention,64,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.277,2
attention,64,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.2248,2
attention,64,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.058,2
attention,64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.2748,2
attention,64,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.0519,2
attention,64,n<=32,sr<=40%,kvB<=4k,kp=0,0.2754,2
attention,64,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.2782,2
attention,64,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.2581,2
attention,64,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.2592,2
attention,64,n<=32,sr<=5%,kvB<=16k,kp<=512,0.278,2
attention,64,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.1662,2
attention,64,n<=32,sr<=5%,kvB<=16k,kp=0,0.2821,2
attention,64,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0182,2
attention,64,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0093,2
attention,64,n<=32,sr<=5%,kvB<=1k,kp<=4k,-0.0166,2
attention,64,n<=32,sr<=5%,kvB<=1k,kp<=512,0.1879,2
attention,64,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0182,2
attention,64,n<=32,sr<=5%,kvB<=1k,kp=0,0.3028,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.2914,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.199,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0065,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.3057,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0062,2
attention,64,n<=32,sr<=5%,kvB<=4k,kp=0,0.3047,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.3532,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.3597,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.3936,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=512,0.3713,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.2982,2
attention,64,n<=32,sr<=70%,kvB<=16k,kp=0,0.312,6
