model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['384', '298', '258', '192', '189', '180', '176', '172', '152', '133', '124', '118', '114', '112', '111', '110', '109', '107', '105', '102', '98', '98', '95', '93', '91', '90', '89', '86', '86', '86', '83', '80', '78', '78', '77', '77', '75', '74', '72', '71', '70', '69', '69', '67', '67', '66', '64', '63', '61', '60', '60', '59', '58', '58', '56', '56', '55', '55', '53', '52', '51', '51', '51', '51', '50', '49', '48', '48', '46', '43', '42', '41', '41', '41', '40', '39', '39', '38', '37', '36', '34', '33', '33', '32', '31', '30', '30', '30', '30', '29', '29', '28', '27', '26', '25', '25', '24', '23', '21', '20', '20', '20', '19', '19', '18', '18', '18', '17', '17', '16', '16', '15', '14', '14', '13', '13', '12', '12', '11', '11', '11', '10', '10', '10', '9', '9', '9', '8']
model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['355', '272', '203', '190', '186', '177', '173', '165', '142', '131', '124', '117', '112', '112', '110', '110', '109', '106', '104', '100', '98', '97', '95', '92', '90', '90', '89', '86', '86', '84', '82', '80', '78', '77', '77', '76', '74', '73', '72', '70', '69', '69', '69', '67', '67', '65', '63', '61', '61', '60', '59', '59', '58', '57', '56', '55', '55', '53', '52', '52', '51', '51', '51', '50', '49', '48', '48', '47', '44', '43', '42', '41', '41', '41', '40', '39', '38', '37', '37', '34', '33', '33', '32', '31', '30', '30', '30', '30', '29', '29', '28', '28', '26', '26', '25', '24', '23', '21', '21', '20', '20', '19', '19', '18', '18', '18', '17', '17', '16', '16', '15', '14', '14', '14', '13', '13', '12', '12', '11', '11', '11', '10', '10', '9', '9', '9', '9', '8']
[0.5s] Avg Throughput: propmt: 0, generation: 512
---------------------------
Exiting The Simulator
Unfreed Memory Exists
Checking Non-Exited Systems ...
---------------------------
All Request Has Been Exited
---------------------------
{'id': 0, 'model': 'gpt3-6.7b', 'input': 384, 'output': 385, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 177, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 178, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 179, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 180, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 181, 'model': 'gpt3-6.7b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 182, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 183, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 184, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 185, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 186, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 187, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 188, 'model': 'gpt3-6.7b', 'input': 25, 'output': 26, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 189, 'model': 'gpt3-6.7b', 'input': 25, 'output': 26, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 190, 'model': 'gpt3-6.7b', 'input': 25, 'output': 26, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 191, 'model': 'gpt3-6.7b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 192, 'model': 'gpt3-6.7b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 193, 'model': 'gpt3-6.7b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 194, 'model': 'gpt3-6.7b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 195, 'model': 'gpt3-6.7b', 'input': 21, 'output': 22, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 196, 'model': 'gpt3-6.7b', 'input': 21, 'output': 22, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 197, 'model': 'gpt3-6.7b', 'input': 21, 'output': 22, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 198, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 199, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 200, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 201, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 202, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 203, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 204, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 205, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 206, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 207, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 208, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 209, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 210, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 211, 'model': 'gpt3-6.7b', 'input': 17, 'output': 18, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 212, 'model': 'gpt3-6.7b', 'input': 17, 'output': 18, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 213, 'model': 'gpt3-6.7b', 'input': 17, 'output': 18, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 214, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 215, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 216, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 217, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 218, 'model': 'gpt3-6.7b', 'input': 17, 'output': 18, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 219, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 220, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 221, 'model': 'gpt3-6.7b', 'input': 15, 'output': 16, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 222, 'model': 'gpt3-6.7b', 'input': 15, 'output': 16, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 223, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 224, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 225, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 226, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 227, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 228, 'model': 'gpt3-6.7b', 'input': 13, 'output': 14, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 229, 'model': 'gpt3-6.7b', 'input': 13, 'output': 14, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 230, 'model': 'gpt3-6.7b', 'input': 13, 'output': 14, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 231, 'model': 'gpt3-6.7b', 'input': 13, 'output': 14, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 232, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 233, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 234, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 235, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 236, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 237, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 238, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 239, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 240, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 241, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 242, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 243, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 244, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 245, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 246, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 247, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 248, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 249, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 250, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 251, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 252, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 253, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 254, 'model': 'gpt3-6.7b', 'input': 8, 'output': 9, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 255, 'model': 'gpt3-6.7b', 'input': 8, 'output': 9, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
---------------------------
Throughput Results
---------------------------
Total prompts: 0 tokens/s
Total Generation: 256 tokens/s
Throughput per 0.5 sec: [(0, 512)]
Total clocks: 17290536 ticks
Total latency: 0.017290536 s
Average throughput: prompt: 0.0 generation: 14805.787397221233
---------------------------
Simulation Time (ms)
---------------------------
Total execution engine time: 110942.068
Total graph time: 388.414
Total astra time: 2953.829
Total scheduler time: 659.5
Total simulation time: 114943.811
