model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['259', '230', '189', '189', '176', '169', '162', '150', '140', '139', '132', '130', '128', '123', '123', '118', '114', '111', '109', '108', '101', '100', '93', '93', '91', '90', '89', '88', '85', '84', '81', '81', '79', '78', '77', '76', '74', '73', '73', '70', '68', '67', '66', '63', '62', '62', '61', '61', '59', '59', '58', '57', '55', '55', '52', '52', '51', '50', '49', '47', '46', '46', '45', '45', '44', '42', '42', '41', '41', '40', '39', '39', '39', '38', '37', '34', '33', '32', '32', '32', '31', '31', '30', '29', '29', '29', '28', '28', '27', '27', '27', '26', '26', '26', '24', '23', '23', '22', '21', '21', '20', '19', '19', '18', '18', '17', '16', '16', '15', '14', '14', '14', '14', '12', '12', '12', '11', '11', '11', '11', '10', '10', '10', '9', '9', '8', '7', '6']
model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['241', '202', '189', '179', '172', '167', '160', '141', '139', '133', '131', '130', '125', '123', '122', '115', '112', '110', '109', '102', '101', '99', '93', '92', '91', '90', '89', '85', '85', '83', '81', '80', '79', '78', '77', '75', '74', '73', '72', '69', '67', '66', '66', '63', '62', '61', '61', '61', '59', '59', '57', '56', '55', '53', '52', '52', '50', '49', '49', '47', '46', '46', '45', '45', '43', '42', '42', '41', '41', '40', '39', '39', '38', '37', '35', '34', '33', '32', '32', '32', '31', '30', '30', '29', '29', '29', '28', '28', '27', '27', '26', '26', '26', '24', '23', '23', '22', '22', '21', '20', '19', '19', '18', '18', '18', '16', '16', '15', '15', '14', '14', '14', '13', '12', '12', '12', '11', '11', '11', '11', '10', '10', '9', '9', '9', '7', '7', '5']
[0.5s] Avg Throughput: propmt: 0, generation: 512
---------------------------
Exiting The Simulator
Unfreed Memory Exists
Checking Non-Exited Systems ...
---------------------------
All Request Has Been Exited
---------------------------
{'id': 0, 'model': 'gpt3-6.7b', 'input': 259, 'output': 260, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 177, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 178, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 179, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 180, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 181, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 182, 'model': 'gpt3-6.7b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 183, 'model': 'gpt3-6.7b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 184, 'model': 'gpt3-6.7b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 185, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 186, 'model': 'gpt3-6.7b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 187, 'model': 'gpt3-6.7b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 188, 'model': 'gpt3-6.7b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 189, 'model': 'gpt3-6.7b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 190, 'model': 'gpt3-6.7b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 191, 'model': 'gpt3-6.7b', 'input': 22, 'output': 23, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 192, 'model': 'gpt3-6.7b', 'input': 22, 'output': 23, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 193, 'model': 'gpt3-6.7b', 'input': 22, 'output': 23, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 194, 'model': 'gpt3-6.7b', 'input': 21, 'output': 22, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 195, 'model': 'gpt3-6.7b', 'input': 21, 'output': 22, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 196, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 197, 'model': 'gpt3-6.7b', 'input': 20, 'output': 21, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 198, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 199, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 200, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 201, 'model': 'gpt3-6.7b', 'input': 19, 'output': 20, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 202, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 203, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 204, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 205, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 206, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 207, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 208, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 209, 'model': 'gpt3-6.7b', 'input': 16, 'output': 17, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 210, 'model': 'gpt3-6.7b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 211, 'model': 'gpt3-6.7b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 212, 'model': 'gpt3-6.7b', 'input': 21, 'output': 22, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 213, 'model': 'gpt3-6.7b', 'input': 18, 'output': 19, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 214, 'model': 'gpt3-6.7b', 'input': 17, 'output': 18, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 215, 'model': 'gpt3-6.7b', 'input': 15, 'output': 16, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 216, 'model': 'gpt3-6.7b', 'input': 15, 'output': 16, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 217, 'model': 'gpt3-6.7b', 'input': 15, 'output': 16, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 218, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 219, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 220, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 221, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 222, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 223, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 224, 'model': 'gpt3-6.7b', 'input': 14, 'output': 15, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 225, 'model': 'gpt3-6.7b', 'input': 13, 'output': 14, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 226, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 227, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 228, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 229, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 230, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 231, 'model': 'gpt3-6.7b', 'input': 12, 'output': 13, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 232, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 233, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 234, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 235, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 236, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 237, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 238, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 239, 'model': 'gpt3-6.7b', 'input': 11, 'output': 12, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 240, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 241, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 242, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 243, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 244, 'model': 'gpt3-6.7b', 'input': 10, 'output': 11, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 245, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 246, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 247, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 248, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 249, 'model': 'gpt3-6.7b', 'input': 9, 'output': 10, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 250, 'model': 'gpt3-6.7b', 'input': 8, 'output': 9, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 251, 'model': 'gpt3-6.7b', 'input': 7, 'output': 8, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 252, 'model': 'gpt3-6.7b', 'input': 7, 'output': 8, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 253, 'model': 'gpt3-6.7b', 'input': 7, 'output': 8, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 254, 'model': 'gpt3-6.7b', 'input': 6, 'output': 7, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 255, 'model': 'gpt3-6.7b', 'input': 5, 'output': 6, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
---------------------------
Throughput Results
---------------------------
Total prompts: 0 tokens/s
Total Generation: 256 tokens/s
Throughput per 0.5 sec: [(0, 512)]
Total clocks: 8662640 ticks
Total latency: 0.00866264 s
Average throughput: prompt: 0.0 generation: 29552.191941486664
---------------------------
Simulation Time (ms)
---------------------------
Total execution engine time: 404597.433
Total graph time: 683.894
Total astra time: 2736.812
Total scheduler time: 329.124
Total simulation time: 408347.263
