hardware,model,layer_name,input,kv_cache,tp_size,latency(ns)
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1107,0,1,53780
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1107,0,1,44719
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1107,0,1,41173
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1107,0,1,754557
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1107,0,1,62475
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1107,0,1,111740
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1107,0,1,45489
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1107,0,1,36042
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1107,0,1,68246
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1107,0,1,41445
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1107,0,1,42122
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1107,0,1,103441
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1107,0,1,57846
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1108,0,1,118882
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1108,0,1,50602
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1108,0,1,43289
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1108,0,1,38933
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1108,0,1,746103
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1108,0,1,61213
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1108,0,1,109890
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1108,0,1,46070
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1108,0,1,36486
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1108,0,1,68657
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1108,0,1,44281
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1108,0,1,41046
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1108,0,1,101799
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1108,0,1,57588
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1109,0,1,115200
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1109,0,1,51345
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1109,0,1,42719
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1109,0,1,38979
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1109,0,1,737176
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1109,0,1,61286
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1109,0,1,108622
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1109,0,1,45871
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1109,0,1,35083
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1109,0,1,68159
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1109,0,1,39728
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1109,0,1,41186
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1109,0,1,101790
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1109,0,1,58479
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1110,0,1,115955
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1110,0,1,50272
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1110,0,1,42824
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1110,0,1,38880
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1110,0,1,733737
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1110,0,1,61380
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1110,0,1,108493
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1110,0,1,44871
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1110,0,1,37020
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1110,0,1,66226
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1110,0,1,38698
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1110,0,1,41708
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1110,0,1,101967
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1110,0,1,57147
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1111,0,1,117879
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1111,0,1,51329
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1111,0,1,42363
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1111,0,1,37936
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1111,0,1,733687
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1111,0,1,60363
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1111,0,1,109822
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1111,0,1,45833
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1111,0,1,35739
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1111,0,1,70132
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1111,0,1,39325
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1111,0,1,41662
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1111,0,1,100561
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1111,0,1,56897
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1112,0,1,119624
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1112,0,1,52800
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1112,0,1,43998
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1112,0,1,39761
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1112,0,1,765326
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1112,0,1,62361
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1112,0,1,110886
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1112,0,1,46727
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1112,0,1,36366
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1112,0,1,68817
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1112,0,1,40574
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1112,0,1,42628
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1112,0,1,101583
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1112,0,1,56933
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1113,0,1,116868
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1113,0,1,53202
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1113,0,1,43438
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1113,0,1,38878
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1113,0,1,749066
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1113,0,1,61624
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1113,0,1,110539
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1113,0,1,45393
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1113,0,1,36517
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1113,0,1,68440
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1113,0,1,39595
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1113,0,1,41240
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1113,0,1,101275
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1113,0,1,57781
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1114,0,1,118674
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1114,0,1,53524
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1114,0,1,43899
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1114,0,1,40722
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1114,0,1,758908
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1114,0,1,63408
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1114,0,1,111001
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1114,0,1,47268
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1114,0,1,36939
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1114,0,1,67764
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1114,0,1,39694
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1114,0,1,42304
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1114,0,1,101223
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1114,0,1,58628
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1115,0,1,117732
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1115,0,1,51449
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1115,0,1,42855
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1115,0,1,40814
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1115,0,1,744821
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1115,0,1,62559
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1115,0,1,108499
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1115,0,1,46150
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1115,0,1,36125
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1115,0,1,68704
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1115,0,1,39509
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1115,0,1,42444
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1115,0,1,106914
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1115,0,1,58324
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1116,0,1,119228
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1116,0,1,51914
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1116,0,1,44812
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1116,0,1,40699
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1116,0,1,742231
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1116,0,1,62664
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1116,0,1,111813
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1116,0,1,46891
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1116,0,1,35960
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1116,0,1,69491
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1116,0,1,39209
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1116,0,1,42658
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1116,0,1,100401
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1116,0,1,59012
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1117,0,1,116192
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1117,0,1,51511
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1117,0,1,43751
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1117,0,1,38863
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1117,0,1,733957
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1117,0,1,60932
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1117,0,1,109530
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1117,0,1,45575
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1117,0,1,35129
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1117,0,1,68930
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1117,0,1,38263
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1117,0,1,40535
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1117,0,1,101251
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1117,0,1,56982
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1118,0,1,117356
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1118,0,1,51630
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1118,0,1,41780
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1118,0,1,39068
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1118,0,1,749653
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1118,0,1,61165
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1118,0,1,110427
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1118,0,1,45686
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1118,0,1,35424
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1118,0,1,71391
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1118,0,1,41430
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1118,0,1,41725
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1118,0,1,102206
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1118,0,1,58167
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1119,0,1,115020
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1119,0,1,51302
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1119,0,1,42939
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1119,0,1,41851
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1119,0,1,752379
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1119,0,1,61778
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1119,0,1,108901
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1119,0,1,47633
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1119,0,1,36990
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1119,0,1,68660
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1119,0,1,39142
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1119,0,1,41291
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1119,0,1,103350
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1119,0,1,57751
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1120,0,1,118888
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1120,0,1,52505
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1120,0,1,45360
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1120,0,1,39122
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1120,0,1,751163
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1120,0,1,60418
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1120,0,1,114368
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1120,0,1,45294
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1120,0,1,34933
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1120,0,1,67708
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1120,0,1,40826
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1120,0,1,42136
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1120,0,1,101815
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1120,0,1,57582
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1121,0,1,115985
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1121,0,1,51971
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1121,0,1,41401
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1121,0,1,39484
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1121,0,1,737469
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1121,0,1,60020
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1121,0,1,108393
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1121,0,1,46367
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1121,0,1,34554
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1121,0,1,67746
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1121,0,1,39161
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1121,0,1,41034
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1121,0,1,100000
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1121,0,1,55745
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1122,0,1,116051
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1122,0,1,51832
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1122,0,1,43044
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1122,0,1,40246
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1122,0,1,754398
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1122,0,1,62755
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1122,0,1,110856
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1122,0,1,46081
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1122,0,1,36158
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1122,0,1,67740
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1122,0,1,39832
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1122,0,1,41801
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1122,0,1,102799
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1122,0,1,58199
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1123,0,1,119201
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1123,0,1,52313
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1123,0,1,44142
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1123,0,1,43671
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1123,0,1,768604
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1123,0,1,63134
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1123,0,1,113007
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1123,0,1,48206
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1123,0,1,37535
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1123,0,1,70769
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1123,0,1,41855
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1123,0,1,42264
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1123,0,1,106704
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1123,0,1,60358
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1124,0,1,116193
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1124,0,1,51987
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1124,0,1,43111
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1124,0,1,39165
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1124,0,1,744357
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1124,0,1,61009
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1124,0,1,111170
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1124,0,1,45301
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1124,0,1,36772
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1124,0,1,68862
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1124,0,1,40614
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1124,0,1,41340
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1124,0,1,100742
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1124,0,1,56714
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1125,0,1,117361
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1125,0,1,51838
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1125,0,1,43707
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1125,0,1,41392
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1125,0,1,745676
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1125,0,1,62469
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1125,0,1,111896
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1125,0,1,47115
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1125,0,1,35923
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1125,0,1,68665
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1125,0,1,40663
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1125,0,1,41607
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1125,0,1,100382
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1125,0,1,57719
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1126,0,1,116633
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1126,0,1,51960
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1126,0,1,44650
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1126,0,1,39423
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1126,0,1,742238
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1126,0,1,62357
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1126,0,1,109546
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1126,0,1,46086
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1126,0,1,35353
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1126,0,1,68556
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1126,0,1,40482
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1126,0,1,41843
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1126,0,1,106518
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1126,0,1,59722
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1127,0,1,118140
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1127,0,1,51960
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1127,0,1,42121
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1127,0,1,39988
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1127,0,1,753311
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1127,0,1,62742
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1127,0,1,109015
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1127,0,1,45824
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1127,0,1,38050
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1127,0,1,68483
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1127,0,1,40017
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1127,0,1,43049
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1127,0,1,100410
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1127,0,1,60055
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1128,0,1,118719
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1128,0,1,51681
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1128,0,1,43805
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1128,0,1,39853
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1128,0,1,745776
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1128,0,1,61616
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1128,0,1,110910
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1128,0,1,46146
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1128,0,1,36584
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1128,0,1,66990
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1128,0,1,40057
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1128,0,1,42072
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1128,0,1,101284
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1128,0,1,59991
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1129,0,1,116581
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1129,0,1,51461
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1129,0,1,48565
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1129,0,1,40820
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1129,0,1,764659
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1129,0,1,61634
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1129,0,1,111283
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1129,0,1,46603
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1129,0,1,38781
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,1129,0,1,69068
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,1129,0,1,39245
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,1129,0,1,41172
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,1129,0,1,103175
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,1129,0,1,59523
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,1130,0,1,115124
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,1130,0,1,51891
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,1130,0,1,44401
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,1130,0,1,39062
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,1130,0,1,749976
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,1130,0,1,60920
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,1130,0,1,111388
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,1130,0,1,45485
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,1130,0,1,36195
